title,price,savings_per,product_link
"Vivo Y27 (Garden Green, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","10,999",-42%,https://www.amazon.in/Garden-Storage-Additional-Exchange-Offers/dp/B07WGNFRWV/ref=sr_1_286?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-286
"Samsung Galaxy A54 5G (Awesome Graphite, 8GB, 256GB Storage) | 50 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Without Charger","35,499",-23%,https://www.amazon.in/Samsung-Awesome-Graphite-Storage-Gorilla/dp/B0BXCZNH3B/ref=sr_1_285?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-285
"Redmi Note 13 Pro+ (Fusion White, 8GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge","30,999",-9%,https://www.amazon.in/Redmi-Fusion-Storage-Mediatek-HyperCharge/dp/B0CRQ838Z9/ref=sr_1_284_sspa?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-284-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1
"Redmi 12 5G (Jade Black, 8GB RAM, 256GB Storage Without Offer","13,999",-30%,https://www.amazon.in/Redmi-Black-256GB-Storage-Without/dp/B0CWVFWZSQ/ref=sr_1_282?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-282
"Samsung Galaxy M55 5G (Denim Black,8GB RAM,256GB Storage) | 50MP Triple Cam| 5000mAh Battery| Snapdragon 7 Gen 1 | 4 Gen. OS Upgrade & 5 Year Security Update| Super AMOLED+ Display| Without Charger","27,999",-13%,https://www.amazon.in/Samsung-Storage-5000mAh-Snapdragon-Security/dp/B0CYQ3T919/ref=sr_1_280?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-280
"Lava Blaze 2 5G (Glass Lavender, 4GB RAM, 64GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 8 GB Expandable RAM","9,999",-13%,https://www.amazon.in/Lava-Lavender-Storage-Stunning-Expandable/dp/B0CKYCDTTX/ref=sr_1_279?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-279
"realme P1 5G (Peacock Green, 8GB RAM, 256GB Storage)","17,998",-22%,https://www.amazon.in/realme-Peacock-Green-256GB-Storage/dp/B0D1VBTY76/ref=sr_1_278?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-278
"Lava Blaze Curve 5G (Glass Viridian, 8GB LPDDR5 RAM, UFS 3.1 128GB Storage) | 120Hz Curved Amoled Display |2.6GHz Dimensity 7050 6nm Processor |64 MP Primary Sony Sensor","17,999",-14%,https://www.amazon.in/Lava-Viridian-Storage-Dimensity-Processor/dp/B0CTZSWZFC/ref=sr_1_277?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-277
"Samsung Galaxy M55 5G (Denim Black,8GB RAM,128GB Storage) | 50MP Triple Cam| 5000mAh Battery| Snapdragon 7 Gen 1 | 4 Gen. OS Upgrade & 5 Year Security Update| Super AMOLED+ Display| Without Charger","24,999",-14%,https://www.amazon.in/Samsung-Storage-5000mAh-Snapdragon-Security/dp/B0CYPYM29G/ref=sr_1_276?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-276
"Vivo Y200e 5G (Black Diamond, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","19,999",-17%,https://www.amazon.in/Vivo-Diamond-Storage-Additional-Exchange/dp/B07WFPM8BP/ref=sr_1_275?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-275
"Redmi Note 13 Pro (Arctic White, 8GB RAM, 128GB Storage) | 1.5K AMOLED | 200MP Hi-Res Camera | Flagship 4nm SD 7s Gen 2 | 67W TurboCharge","24,999",-14%,https://www.amazon.in/Redmi-Arctic-Storage-Flagship-TurboCharge/dp/B0CRQFGKXG/ref=sr_1_274_sspa?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-274-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"Lava Blaze 5G (Glass Green, 4GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 7GB Expandable RAM | Charger Included | Clean Android (No Bloatware)","8,999",-40%,https://www.amazon.in/Lava-Blaze-5G-Green-Expandable/dp/B0BKJRHV2M/ref=sr_1_307?dib=eyJ2IjoiMSJ9.Xgs2eaHs8QEerkbFDbgrPjpBUrN1PXhFeYRh5pXKFIq_OahNLuGfQKSfUe2ELZGHBQxdxkp6XEuwKV9zfwV5OrKbQaluciQK35j84d77dzAM3pwyOhdE5133V5g78YRyzOIUDnPifiHDAwS7qULC2rHLMaPuoUmgIRRDz1Jg1RrCACX4Q04MZeuuuXSepeGXOO0P5cVGKWo_IT1_CCNJnqw82oqmixTOGvVruxnGsek.mWznG9UNJOHMcgELpRvLiLNatRpe8Vr2g0XyUI9_2RI&dib_tag=se&keywords=mobile&qid=1715326860&sr=8-307
"Xiaomi 14 Ultra (Black, 16GB RAM, 512GB Storage) | 50 MP Leica Quad Camera | 2K 120 Hz LTPO AMOLED | Flagship Snapdragon 8 Gen 3 | 90 W Hypercharge","99,999",-17%,https://www.amazon.in/Xiaomi-Storage-Flagship-Snapdragon-Hypercharge/dp/B0CZ9J23HW/ref=sr_1_273_sspa?dib=eyJ2IjoiMSJ9.iYhiPCu8Cegq51vL5lr9DCWS3Z5UVmZL8xPSc9ui0gBTsqE9XQAcpnCR9JonvytT3OTW4uiwnenBTvaZf_yxOg80slAoTV3kWgDDWZNzNu2CaGKoYDJcxsNqJWRYPGTpABrUODh-srujHr5rYvcihMOKaaIfZtx7n4hmrAx0SE8gtqwGJSKhoYYnWJ-hpG_QBjIe2owhDWW4uvdfa4OOQbZY0lNYxCbjL13WS0TLW2Y.tYo_8hZANxN3Au5nyRTEh--t2eqWJbOPSdvg85wz2HU&dib_tag=se&keywords=mobile&qid=1715326861&sr=8-273-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"Samsung Galaxy A35 5G (Awesome Lilac, 8GB RAM, 128GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster","30,999",-9%,https://www.amazon.in/Samsung-Awesome-Storage-Premium-Nightography/dp/B0CWPD4QWK/ref=sr_1_306?dib=eyJ2IjoiMSJ9.Xgs2eaHs8QEerkbFDbgrPjpBUrN1PXhFeYRh5pXKFIq_OahNLuGfQKSfUe2ELZGHBQxdxkp6XEuwKV9zfwV5OrKbQaluciQK35j84d77dzAM3pwyOhdE5133V5g78YRyzOIUDnPifiHDAwS7qULC2rHLMaPuoUmgIRRDz1Jg1RrCACX4Q04MZeuuuXSepeGXOO0P5cVGKWo_IT1_CCNJnqw82oqmixTOGvVruxnGsek.mWznG9UNJOHMcgELpRvLiLNatRpe8Vr2g0XyUI9_2RI&dib_tag=se&keywords=mobile&qid=1715326860&sr=8-306
itel S23 | 8GB RAM + 128GB ROM| 50MP AI Dual Rear Camera | 5000mAh Battery | Type-C Charging | 90 Hz Display |Starry Black,"6,799",-38%,https://www.amazon.in/itel-5000mAh-Battery-Charging-Display/dp/B0C69Z421Z/ref=sr_1_304?dib=eyJ2IjoiMSJ9.Xgs2eaHs8QEerkbFDbgrPjpBUrN1PXhFeYRh5pXKFIq_OahNLuGfQKSfUe2ELZGHBQxdxkp6XEuwKV9zfwV5OrKbQaluciQK35j84d77dzAM3pwyOhdE5133V5g78YRyzOIUDnPifiHDAwS7qULC2rHLMaPuoUmgIRRDz1Jg1RrCACX4Q04MZeuuuXSepeGXOO0P5cVGKWo_IT1_CCNJnqw82oqmixTOGvVruxnGsek.mWznG9UNJOHMcgELpRvLiLNatRpe8Vr2g0XyUI9_2RI&dib_tag=se&keywords=mobile&qid=1715326860&sr=8-304
"Motorola G34 5G (Charcol Black, 4GB RAM, 128GB Storage)","11,500",-23%,https://www.amazon.in/Motorola-Charcol-Black-128GB-Storage/dp/B0CSK59351/ref=sr_1_305?dib=eyJ2IjoiMSJ9.Xgs2eaHs8QEerkbFDbgrPjpBUrN1PXhFeYRh5pXKFIq_OahNLuGfQKSfUe2ELZGHBQxdxkp6XEuwKV9zfwV5OrKbQaluciQK35j84d77dzAM3pwyOhdE5133V5g78YRyzOIUDnPifiHDAwS7qULC2rHLMaPuoUmgIRRDz1Jg1RrCACX4Q04MZeuuuXSepeGXOO0P5cVGKWo_IT1_CCNJnqw82oqmixTOGvVruxnGsek.mWznG9UNJOHMcgELpRvLiLNatRpe8Vr2g0XyUI9_2RI&dib_tag=se&keywords=mobile&qid=1715326860&sr=8-305
Samsung Galaxy S21 FE 5G (2023) (8GB 256GB Olive) with Snapdragon 888,"34,999",-53%,https://www.amazon.in/Samsung-S21-FE-5G-Snapdragon/dp/B0CKTSFSQ3/ref=sr_1_303?dib=eyJ2IjoiMSJ9.Xgs2eaHs8QEerkbFDbgrPjpBUrN1PXhFeYRh5pXKFIq_OahNLuGfQKSfUe2ELZGHBQxdxkp6XEuwKV9zfwV5OrKbQaluciQK35j84d77dzAM3pwyOhdE5133V5g78YRyzOIUDnPifiHDAwS7qULC2rHLMaPuoUmgIRRDz1Jg1RrCACX4Q04MZeuuuXSepeGXOO0P5cVGKWo_IT1_CCNJnqw82oqmixTOGvVruxnGsek.mWznG9UNJOHMcgELpRvLiLNatRpe8Vr2g0XyUI9_2RI&dib_tag=se&keywords=mobile&qid=1715326860&sr=8-303
"Motorola G9 (Sapphire Blue, 64 GB) (4 GB RAM)","7,997",-47%,https://www.amazon.in/Motorola-G9-Sapphire-Blue-RAM/dp/B08L3V1Y4S/ref=sr_1_302?dib=eyJ2IjoiMSJ9.Xgs2eaHs8QEerkbFDbgrPjpBUrN1PXhFeYRh5pXKFIq_OahNLuGfQKSfUe2ELZGHBQxdxkp6XEuwKV9zfwV5OrKbQaluciQK35j84d77dzAM3pwyOhdE5133V5g78YRyzOIUDnPifiHDAwS7qULC2rHLMaPuoUmgIRRDz1Jg1RrCACX4Q04MZeuuuXSepeGXOO0P5cVGKWo_IT1_CCNJnqw82oqmixTOGvVruxnGsek.mWznG9UNJOHMcgELpRvLiLNatRpe8Vr2g0XyUI9_2RI&dib_tag=se&keywords=mobile&qid=1715326860&sr=8-302
"Motorola G34 5G (Ice Blue, 4GB RAM, 128GB Storage)","11,099",-26%,https://www.amazon.in/Motorola-G34-Blue-128GB-Storage/dp/B0CSJYTKZ7/ref=sr_1_301?dib=eyJ2IjoiMSJ9.Xgs2eaHs8QEerkbFDbgrPjpBUrN1PXhFeYRh5pXKFIq_OahNLuGfQKSfUe2ELZGHBQxdxkp6XEuwKV9zfwV5OrKbQaluciQK35j84d77dzAM3pwyOhdE5133V5g78YRyzOIUDnPifiHDAwS7qULC2rHLMaPuoUmgIRRDz1Jg1RrCACX4Q04MZeuuuXSepeGXOO0P5cVGKWo_IT1_CCNJnqw82oqmixTOGvVruxnGsek.mWznG9UNJOHMcgELpRvLiLNatRpe8Vr2g0XyUI9_2RI&dib_tag=se&keywords=mobile&qid=1715326860&sr=8-301
